,words
3503,"['富拓', '高級', '研究', '分析師', '表示', '歐元', '美元', '月初', '以來', '持續', '震盪', '於點', '區間', '迎來', '一波', '突破性', '行情', '貨幣', '小時', '日線圖', '趨勢', '看跌', '多頭', '發起', '一些', '反攻', '目前', '支撐位', '阻力位', '分別', '周線', '呈現', '類似', '情形', '上周', '看漲', '針杆', '形態', '表明', '匯價', '回升', '至周', '均線', '上方', '走勢', '出現', '向上', '反轉', '歐元', '美元', '需要', '動力', '觸發', '潛在', '突破', '認為', '需要', '三大', '潛在', '催化', '因素', '歐盟', '數據', '歐洲央行', '會議紀要', '歐盟', '重磅', '數據', '歐洲央行', '會議紀要', '影響', '歐元', '周中', '波動', '加劇', '歐元區', '消費者', '信心', '指數', '最新', '數據', '關鍵', '報告', '關係', '歐洲央行', '未來', '利率', '路徑', '歐洲', '最大', '經濟體', '德國', '數據', '表現', '十分', '引人矚目', '投資者', '歐洲央行', '會議紀要', '尋找', '降息', '時機', '線索', '交易員', '目前', '定價', '降息', '基點', '概率', '降息', '可能性', '完全', '消化', '本周', '出爐', '數據', '影響', '預測', '概率', '歐盟', '整體', '經濟', '數據', '會議紀要', '顯示', '歐洲央行', '或會', '需要', '時間', '啟動', '降息', '歐元', '美元', '有望', '走高', '經濟', '數據', '令人', '失望', '繼續', '回跌', '會議紀要', '立場', '溫和', '歐元', '美元', '下跌', '二美', '國聯', '會議紀要', '官員', '講話', '國聯', '會議紀要', '聯準', '官員', '講話', '將給', '美元', '帶來', '波動性', '自月', '議息', '會議', '以來', '經濟', '形勢', '發生', '很大', '變化', '投資者', '會議紀要', '央行', '官員', '何在', '出現', '降溫', '跡象', '情況', '啟動', '降息', '猶豫不決', '原因', '一些', '了解', '市場', '人士', '密切', '關注', '聯準', '官員', '講話', '尋找', '降息', '時機', '線索', '本周', '美元', '最終', '走弱', '歐元', '美元', '上揚', '數據', '聯準', '官員', '講話', '進一步', '抑制', '短期內', '降息', '希望', '則將', '提振', '美元', '走強', '歐元', '美元', '大幅', '下跌', '技術', '因素', '日線圖', '歐元', '美元', '看跌', '低點', '高點', '不斷', '下移', '目前', '匯價', '日日', '均線', '下方', '指標', '運行', '零軸', '下方', '若日線', '收盤', '繼續', '壓制', '下方', '後市', '重新', '下探', '支撐位', '若能', '強有力', '向上', '突破', '日線', '收上則', '反彈', '目標', '指向', '均線', '所在', '均線', '下方', '重要', '阻力位', '彭博', '外匯', '預測', '模型', '本周', '歐元', '美元', '區間', '交易', '可能性']"
3504,"['台股', '今日', '開盤', '指數', '為點', '下跌', '點台', '積電', '開盤價', '為元', '下跌', '群益', '投顧', '表示', '周二', '大盤', '指數', '再創新高', '成交量', '進一步', '萎縮', '相對', '評價', '漲幅', '套利', '題材', '挹注', '台積', '電月', '以來', '相對', '費半', '強勢', '外資', '作價', '權值', '態度', '積極', '估計', '漸趨', '觀望', '輝達', '財報', '萬九關', '受阻', '壓力', '轉增', '輝達', '財報', '挹注', '有限', '隱憂', '下台', '股低', '基期', '相對', '補漲', '股成', '近日', '相對', '強勢', '區塊', '籌碼', '負擔', '資金', '考量', '重點', '電價', '概念', '電網', '相對', '汽電', '共生', '風電', '相對', '近日', '飆漲', '設計', '昨衝', '高後爆量', '震盪', '可略', '一二', '操作', '題材', '留意', '基期', '低量', '電價', '上漲', '受惠', '經濟部長', '昨日', '表示', '電價', '調漲', '尚未', '定案', '市場', '普遍', '預期', '電價', '費率', '審議', '會將', '決定', '全面', '調漲', '電價', '相關', '受惠', '概念股', '昨日', '波段', '強勢', '電網', '概念股', '逆勢', '走跌', '而量', '基期', '氣電', '共生', '股則', '一度', '強漲', '折射出', '相關', '受惠', '概念股', '進入', '基期', '相對', '強勢', '補漲', '階段', '市場', '色彩', '偏濃', '集團', '概念股', '繼神盾', '聯盟', '個股', '去年底', '以來', '波段', '飆漲', '近日', '盤面', '強勢', '當屬', '集團', '股上', '集團', '已備', '億元', '建案量', '尚未', '開發', '建案', '土地', '將為', '集團', '未來', '六年', '營運', '帶來', '長期', '正面', '挹注', '周二', '日美股', '四大', '指數', '收盤', '道瓊', '指數', '收盤', '為點', '下跌', '跌幅', '指數', '下跌', '那斯', '達克', '指數', '下跌', '費半', '指數', '下跌', '台積', '電跌輝', '備受', '期待', '財報', '還未', '公布', '投資人', '周二', '提前', '獲利', '了結', '輝達', '挫創', '日來', '最大', '單日', '跌幅', '拖累', '美國股市', '走低', '沃爾瑪', '上漲', '抑制', '道瓊', '工業', '指數', '頹勢', '三大', '法人', '周二', '集中', '市場', '合計', '買超', '億元', '外資', '及陸', '資不含', '外資', '自營商', '買超', '億元', '投信', '賣超', '億元', '自營商', '自行', '買賣', '賣超', '億元', '自營商', '避險', '買超', '億元', '統一', '期貨', '檢視', '選擇權', '金流', '外資', '布局', '億元', '偏多', '部位', '自營商', '布局', '億元', '偏多', '部位', '主力', '同步', '偏多', '布局', '單日', '金流', '偏多', '外資', '偏多', '部位', '累積', '億元', '有助於', '今日', '拉高', '結算', '結算', '部位', '仍維', '億元', '以上', '水位', '有利', '指數', '向上', '挑戰', '九大', '選擇權', '平倉', '部分', '選賣權', '最大', '平倉', '升點', '至點', '買權', '最大', '平倉', '仍為點', '最大', '區間', '上移', '偏多', '期貨', '方面', '外資', '夜盤', '減碼', '單日', '盤則', '大幅', '加碼', '口多', '單未', '平倉', '淨多', '單大', '增至', '十大', '特定', '法人', '大幅', '口多', '單至口', '外資', '大幅', '追高', '布局', '多單', '十大', '特定', '法人', '農曆', '年前', '套牢', '空單', '全數', '損並', '大幅', '期貨', '主力', '同步', '大額', '做多下', '有利', '期貨', '拉高', '結算']"
3505,"['人工智慧', '題材', '爆發', '帶動', '大漲', '兩間', '公司', '近期', '晶片', '設計', '公司', '伺服器', '大廠', '美超', '微電腦', '頗受', '矚目', '股價', '出現', '飛漲', '認為', '帶來', '機會', '處於', '初級階段', '終端', '客戶', '需要', '優化', '運算', '平台', '整體', '解決方案', '顯見', '熱火', '還將', '持續', '延燒', '美國', '科技股', '維持', '強勁', '表現', '回下', '擔心', '追高', '投資人', '考慮', '定期', '定額', '長期投資', '科技股', '方式', '共享', '這波', '科技', '熱潮', '富蘭克林', '坦伯頓', '科技', '基金', '經理人', '強納森', '柯堤', '表示', '科技股', '具有', '更高', '水準', '長期', '增長', '潛能', '強健', '資產', '負債表', '風險', '調整', '報酬', '當前', '相當', '具有', '吸引力', '具備', '進攻', '防守', '能力', '年將', '四個', '關鍵因素', '推動', '科技股', '實現', '強勁', '表現', '企業', '獲利', '成長', '可望', '優於', '大盤', '生成式', '應用', '需求', '保持', '強勁', '穩定', '下降', '債券', '利率', '有助', '支撐', '科技股', '估值', '目前', '科技股', '本益', '成長', '比僅', '略高於', '五年', '平均值', '不算', '太貴', '生成式', '持續', '發展', '伺服器', '終端', '應用', '邊緣', '越來越', '重要', '建構', '應用', '半導體', '市場', '可望', '同步', '受惠', '彭博', '行業', '研究', '預估', '伺服器', '複合', '年增長率', '將達', '邊緣', '半導體', '市場', '消費性', '電子', '工業', '自動化', '兩個', '領域', '需求', '將最', '強勁', '可望', '分別', '複合', '年增長率', '成長', '富蘭克林', '坦伯頓', '科技', '基金', '聚焦', '十項', '數位', '轉型', '主題', '包含', '雲端', '運算', '商業', '電氣化', '自主性', '數位', '媒體', '轉型', '金融', '科技', '數位', '客戶', '參與', '聯網', '網路', '安全', '未來', '工作', '尤其', '看好', '主題', '值得', '留意', '基金', '研究', '團隊', '坐落於', '科技', '重鎮', '矽谷', '數分鐘', '抵達', '蘋果', '甲骨文', '特斯拉', '科技', '巨頭', '創投', '業者', '許多', '未上市', '公司', '總部', '幫助', '團隊', '及早', '接觸', '顛覆性', '產品', '商業模式', '公司', '掌握', '投資', '先機', '強納森', '柯堤', '指出', '科技', '七雄', '擁有', '良好', '資產', '負債表', '水準', '獲利', '能力', '預計', '將在', '繼續', '肌肉', '展現', '科技', '實力', '預計', '年將', '進入', '應用', '階段', '市場', '生成式', '應用', '強勁', '需求', '相信', '科技股', '成長', '潛能', '高於', '整體', '市場', '未來', '看到', '實例', '出現', '科技', '公司', '部署', '生成式', '增加', '產品', '服務', '價值', '過程', '一些', '市值', '中小型', '科技股', '將漸', '矚目', '特別是在', '軟體', '網路', '服務', '領域', '富蘭克林', '證券', '投顧', '表示', '投資人', '提出', '科技股', '還能', '科技股', '獲利', '了結', '賣出', '疑問', '統計', '那斯', '達克', '綜合', '指數', '自年', '成立', '以來', '歷史', '持續', '留在', '市場', '年化', '報酬率', '達若', '錯過', '表現', '最佳', '交易日', '年化', '報酬率', '將降', '錯過', '表現', '最佳', '交易日', '年化', '報酬率', '將會', '逐漸', '遞減', '顯示', '投資', '科技股', '建議', '策略', '持續', '留在', '市場', '原因', '科技', '持續', '發展', '中長期', '科技', '趨勢', '保持', '向上', '投資人', '隨意', '賣出', '錯過', '後面', '更大', '行情', '事實上', '任意', '期間', '定期', '定額', '投資', '那斯', '達克', '綜合', '指數', '三年', '不錯', '表現', '平均', '漲幅', '代表', '投資人', '參與', '科技', '股行情', '定期', '定額', '持續', '不間斷', '投資', '不錯', '策略', '投資人', '藉由', '美國', '穩定', '收益', '平衡', '型基金', '核心', '搭配', '定期', '定額', '投資', '科技', '基金', '打造', '攻守', '兼備', '投資', '組合', '共享', '科技股', '中長期', '投資', '利基']"
3506,"['科技股', '下挫', '輝達', '和超微', '台積', '電跌', '台股', '今天', '開盤', '震盪', '失守', '點早', '最低點', '下跌', '主要', '電子', '權值', '股台', '積電', '早盤', '聯發', '科聯', '電日', '月光', '投控', '平盤', '震盪', '人工智慧', '概念股', '廣達', '創緯穎', '技嘉', '跌約', '本土', '證券法', '分析', '美國', '科技股', '短線', '漲幅', '已大', '今天', '指期', '結算', '日台', '短線', '慎防', '短線', '族群', '休息', '震盪', '包括', '美國聯邦', '準備', '理事會', '利率', '決策', '動向', '美國', '經濟指標', '數據', '因素', '市場', '降息', '預期', '減緩', '短期', '資金', '熱度', '觀察']"
3507,"['人工智慧', '近年', '科技界', '重要', '亮點', '股市', '排名', '洗牌', '反映', '投資', '趨勢', '方向', '統計', '至美', '股市', '值前', '強大', '洗牌', '相關', '企業', '高達', '一年', '同期', '快速', '成長', '題材', '市值', '龐大', '成長', '快速', '尖牙', '比較', '一年', '同期', '市值', '榜單', '破兆', '美元', '企業', '當時', '僅有', '微軟', '蘋果', '谷歌', '字母', '公司', '等家', '今年', '增輝', '亞馬遜', '臉書', '今年', '新進', '企業', '包括', '禮來', '博通', '出榜', '外的則', '往年', '常踞', '聯合', '健康', '集團', '埃克森', '美孚石油公司', '看出', '主流', '題材', '助長', '市值', '暴風', '成長', '超車', '取代', '傳統', '企業', '掀起', '市值', '排名', '更迭', '進一步', '觀察', '市值', '翻倍', '企業', '繪圖', '晶片', '大廠', '輝達', '目前', '掌控', '全球', '晶片', '市場', '帶動', '市值', '狂飆', '美元', '排名', '全美', '第名', '衝上', '第名', '年增率', '高達', '今年', '市值', '可望', '挑戰', '美元', '強勢', '進軍', '人工智慧', '重組', '關鍵', '研究', '部門', '自研', '晶片', '補充', '發展', '彈藥庫', '儲備', '市值', '暴漲', '至上', '美元', '年增率', '排名', '第名', '前進', '第名', '博通', '網路', '通信', '半導體技術', '儲存', '技術', '扮演', '領先者', '角色', '去年', '市值', '不到', '億美元', '股價', '迭創新高', '市值', '攀升', '億美元', '排名', '第名', '快速', '竄升', '首度', '躋身', '前強', '市值', '年增率', '成長', '相當', '驚人', '統一', '投信', '表示', '應用', '落地', '起飛', '階段', '相關', '設備', '需求', '持續', '爆發性', '成長', '未來', '產業', '迎來', '顛覆', '變革', '每次', '科技', '革新', '驅動', '資本', '市場', '波段', '漲勢', '強勢', '企業', '擁大者', '恆大', '優勢', '可望', '持續', '扮演', '重要', '關鍵', '領頭羊', '追蹤', '尖牙', '指數', '成分股', '股市', '強者', '高度', '重疊', '逢拉回', '買點', '統計', '股市', '排名', '十大', '依序是', '微軟', '蘋果', '輝達', '亞馬遜', '谷歌', '字母', '公司', '臉書', '波克夏海瑟', '威禮來', '特斯拉', '博通']"
3508,"['人工智慧', '近年', '科技界', '重要', '亮點', '每次', '科技', '爆發', '成長', '資本', '市場', '帶來', '驚人', '表現', '股市', '排名', '洗牌', '反映', '投資', '趨勢', '方向', '統計', '年月日', '股市', '前十強', '洗牌', '相關', '企業', '高達', '八家', '一年', '同期', '快速', '成長', '題材', '市值', '龐大', '成長', '快速', '迅猛', '等級', '尖牙', '透過', '台股', '掛牌', '統一', '一口氣', '打包', '入手', '搭上', '金龍', '獻瑞', '行情', '比較', '一年', '同期', '市值', '榜單', '破兆', '美元', '企業', '當時', '僅有', '微軟', '蘋果', '谷歌', '字母', '公司', '三家', '今年', '增輝', '亞馬遜', '臉書', '今年', '新進', '榜前', '十大', '企業', '包括', '禮來', '博通', '出榜', '外的則', '往年', '常踞', '聯合', '健康', '集團', '埃克森', '美孚石油公司', '看出', '主流', '題材', '助長', '科技', '巨擘', '市值', '暴風', '成長', '超車', '取代', '傳統', '企業', '掀起', '市值', '排名', '更迭', '進一步', '觀察', '市值', '翻倍', '企業', '繪圖', '晶片', '大廠', '輝達', '目前', '掌控', '全球', '晶片', '市場', '帶動', '市值', '狂飆', '美元', '排名', '全美', '第七名', '衝上', '第三名', '年增率', '高達', '今年', '市值', '可望', '挑戰', '美元', '強勢', '進軍', '人工智慧', '重組', '關鍵', '研究', '部門', '自研', '晶片', '補充', '發展', '彈藥庫', '儲備', '市值', '暴漲', '至上', '美元', '年增率', '排名', '第名', '前進', '第名', '博通', '網路', '通信', '半導體技術', '儲存', '技術', '扮演', '領先者', '角色', '去年', '市值', '不到', '億美元', '股價', '迭創新高', '市值', '攀升', '億美元', '排名', '第名', '快速', '竄升', '首度', '躋身', '前強', '市值', '年增率', '成長', '相當', '驚人', '統一', '投信', '表示', '應用', '落地', '起飛', '階段', '相關', '設備', '需求', '持續', '爆發性', '成長', '未來', '產業', '迎來', '顛覆', '變革', '每次', '科技', '革新', '驅動', '資本', '市場', '波段', '漲勢', '強勢', '企業', '擁大者', '恆大', '優勢', '可望', '持續', '扮演', '重要', '關鍵', '領頭羊', '尤其', '追蹤', '尖牙', '指數', '成分股', '股市', '強者', '高度', '重疊', '逢拉回', '買點', '股市', '值前', '十大', '企業', '資料', '來源', '彭博']"
3509,"['投資人', '等待', '輝達', '財報', '之際', '紅海', '危機', '拉貨潮', '散裝', '運價', '迎來', '補漲', '效應', '今日', '散裝', '航運', '族群', '走強', '台航', '新興', '慧洋', '早盤', '漲幅', '以上', '成交量', '萬張', '買氣', '十足', '族群', '今日', '集體', '表現', '走弱', '反觀', '資金', '輪動', '之下', '散裝', '航運', '族群', '紛紛', '走揚', '相關', '個股', '包括', '台航', '新興', '慧洋', '中航', '四維', '航益航', '裕民', '上午', '點分', '台航', '新興', '裕民', '慧洋', '成交量', '突破', '萬張', '千張', '以上', '相當', '買氣', '法人', '分析', '海岬型', '散裝', '運價', '優於', '去年同期', '油輪', '市場', '新增', '運力', '支撐', '運價', '上漲', '推升', '中長期', '獲利', '向上', '因回', '補原', '物料', '易漲', '考量', '指數', '淡季', '不淡年', '散裝', '產業', '供需', '逐趨', '好轉', '給予', '中航', '新興', '投資', '建議', '買進', '展望', '後市', '法人', '指出', '散裝', '市場', '新船', '訂單', '持續', '處於', '歷史', '低檔', '船舶', '運力', '供給', '速將', '低位', '運行', '環保', '法規', '嚴加', '船齡', '逐年', '增長', '未來', '拆船', '有望', '回升', '整體而言', '市場', '拆船', '船下', '水量', '一增', '一減', '之下', '散裝', '市場', '淨增', '運力', '將呈', '下滑', '有望', '支撐', '中長期', '運價', '走勢']"
3510,"['台積電', '今年', '股價', '應聲', '大漲', '收元', '主要', '受惠', '這波', '全球', '浪潮', '下輝', '安謀', '股價', '飆升', '連動', '效應', '大摩', '更將', '目標價', '從調', '升至', '潛在', '空間', '仍達近', '統計', '五年', '外資', '券商', '表示', '看好', '調升', '台積電', '目標價', '進場', '一年', '平均', '可望', '左右', '漲幅', '權重', '電子', '類股', '後續', '表現', '亦佳', '聚焦', '創新', '科技', '相關', '題材', '臺灣', '創新', '科技', '指數', '平均', '表現', '可望', '拉高', '野村', '投信', '投資', '策略', '副總', '張繼文', '表示', '這是', '投資', '資金', '外溢', '效應', '上游', '之晶圓', '代工', '如台', '積電', '接單', '成長', '代表', '中下游', '需求', '暢旺', '資金', '流往', '尚未', '反映', '投資', '機會', '當台', '積電', '獲得', '外資', '好評', '股價', '上漲', '之後', '半導體', '相關', '產業', '股價', '機會', '跟上', '表現', '更好', '當前', '全球', '商機', '應用', '範疇', '更廣', '投資', '機會', '遍地開花', '無須', '單戀', '神山', '一枝花', '看大摩', '追台積', '聰明', '選擇', '臺灣', '創新', '科技', '指數', '連動', '性高', '張繼文', '指出', '受惠', '全球', '熱潮', '持續', '美股', '三大', '指數', '開年以來', '氣勢如虹', '代表', '科技股', '指數', '年初', '迄今', '僅約', '一個半月', '報酬', '一度', '逾創', '歷史', '新高', '蓄勢待發', '漲幅', '領先', '道瓊', '工業', '指數', '指數', '台灣', '參與', '美國', '科技股', '盛宴', '投資人', '委託', '海外', '券商', '若單', '報酬', '潛力', '未必', '需要', '捨近求遠', '考慮', '投資', '美國', '科技股', '連動', '台灣', '科技股', '標的', '像是', '臺灣', '創新', '科技', '指數', '統計', '美國', '納斯達克', '綜合', '指數', '聚焦', '科技', '相關', '股票', '主題', '臺灣', '創新', '科技', '指數', '二者', '長期', '相關性', '長期', '走勢', '高度', '連動', '報酬', '表現', '年月日', '以來', '那斯', '達克', '綜合', '指數', '報酬', '臺灣', '創新', '科技', '數則', '長期', '表現', '爆發力', '更強', '波動', '那斯', '達克', '指數', '長期', '年化', '波動', '度約', '臺灣', '創新', '科技', '指數', '年化', '波動', '度則', '計算', '報酬', '波動', '臺灣', '創新', '科技', '指數', '投資', '性價比', '更佳', '創新', '科技', '企業', '勝出', '關鍵', '研發', '歷史', '財報', '數據', '顯示', '研發', '比重', '越高', '公司', '越能', '跟上', '科技', '趨勢', '股價', '表現', '競爭力', '主要', '原因', '在於', '重視', '研發', '企業', '未來', '盈餘', '成長', '能見度', '後續', '股價', '表現', '空間', '野村', '臺灣', '創新', '科技', '納入', '獨家', '研發', '費用', '篩選', '指標', '挑選出', '市值', '持續', '投入', '研發', '成長', '潛力股', '值得', '關注', '個股', '投資', '機會', '提高', '選股', '效率', '帶來', '貢獻', '功不可沒', '近期', '美股', '持續', '反應', '降息', '預期', '落空', '標普', '五百', '指數', '暫時', '高檔', '整理', '台灣', '加權指數', '上周', '紅盤', '跳高', '之後', '目前', '處於', '高檔', '震盪', '本週', '台股', '面臨', '美國', '財報', '重頭戲', '財報', '預計', '台灣', '時間', '公布', '消息', '影響', '概念股', '表現', '建議', '現階段', '留意', '產業', '景氣', '向上', '創新', '科技', '族群', '如台', '積電', '概念股', '半導體', '產品', '散熱', '元件廠', '伺服器', '及雙', '題材', '記憶體', '谷底', '回升', '面板', '產業', '伺服器', '方面', '新一代', '晶片', '功耗', '攀升', '亞馬遜', '微軟', '四大', '擴大', '資本', '支出', '有利於', '伺服器', '拉貨', '動能', '加速', '水冷', '滲透率', '台灣', '散熱', '廠高', '單價', '高耗利', '液冷', '散熱', '元件', '將於', '下半年', '進入', '量產', '階段', '高配', '版和熱', '功耗', '達瓦', '以上', '水冷', '產品', '進入', '元年', '美銀', '證券', '預估', '全球', '伺服器', '市場', '規模', '將由年', '億美元', '增加', '億美元', '增至', '億美元', '區間', '兩年', '數倍', '翻揚', '伺服器', '主要', '參與者', '雲端', '服務供應商', '企業', '需求', '巨大', '明確', '供應鏈', '帶來', '結構性', '變化', '將會', '持續', '推動', '供應鏈', '相關', '企業', '估值', '重新', '評價', '帶動', '相關', '公司', '股價', '前景', '表現', '張繼文', '進一步', '指出', '台灣', '全球', '第二', '半導體', '產業', '國台', '積電是', '全球', '晶圓', '代工', '霸主', '掌握', '全球', '六成', '先進', '製程', '台灣', '囊括', '全球', '超過', '伺服器', '出貨量', '台灣', '供應鏈', '牽動', '全球', '科技', '生態', '受益', '創新', '科技', '商機', '台灣', '具有', '相當', '競爭', '優勢', '台灣', '企業', '黃金', '機遇', '野村', '臺灣', '創新', '科技', '經理人', '林怡君', '表示', '去年', '美股', '上漲', '主要', '推手', '亞馬遜', '蘋果', '微軟', '輝達', '華麗', '七股', '股票', '持續', '步步高升', '晶片', '龍頭', '輝達', '聯發科', '共同', '搶攻', '邊緣', '商機', '為例', '帶動', '聯發科', '評價', '上漲', '網通', '晶片', '大廠', '瑞昱', '積極', '開發', '車用', '網通', '晶片', '導入', '應用', '的類', '神經', '網路', '模型', '高速傳輸', '晶片', '譜瑞', '顯見', '台灣', '供應鏈', '扮演', '關鍵', '角色', '整合', '消費性', '電子產品', '手機', '汽車', '家用電器', '智慧', '聯網', '邊緣', '裝置', '刺激', '新一波', '手機', '換機', '潮台', '供應鏈', '更是', '最大', '受惠', '族群', '台灣', '科技', '實力', '享譽', '全球', '軟硬', '領域', '一席之地', '歐美', '科技', '大廠', '相關', '供應鏈', '無論是', '年代', '個人電腦', '熱潮', '智慧型', '手機', '商機', '興起', '浪潮', '指標性', '企業', '出頭', '股價', '水漲船高', '展望', '後市', '全球', '科技', '浪潮', '方興未艾', '未來', '應用', '領域', '科技', '商機', '仍具', '龐大', '成長', '潛力', '科技股', '勢必', '投資', '組合', '不可或缺', '一塊', '美股', '台股', '每日', '漲跌', '未必', '完全', '同步', '長期', '報酬', '走勢', '亦步亦趨', '美股', '那斯', '達克', '指數', '做台', '股如', '臺灣', '創新', '科技', '指數', '將會', '參與', '科技股', '盛宴', '高性價比', '選擇', '建議', '投資人', '持續', '瞄準', '創新', '科技', '主題', '商機', '投資', '掌握', '創新', '關鍵', '趨勢', '單筆', '定期', '定額', '方式', '中長期', '布局', '創新', '科技', '持續', '卡位', '創新', '科技', '商機', '享有', '創新', '科技', '趨勢', '長期', '帶來', '投資', '競爭力', '外資', '券商', '調升', '台積電', '目標價', '一年', '表現', '資料', '來源', '報告', '野村', '投信', '整理']"
3511,"['科技股', '下挫', '輝達', '和超微', '台積', '電跌', '台股', '今天', '盤中', '走勢', '震盪', '概念股', '回檔', '中小型', '股櫃', '指數', '盤中', '再創', '多來', '波段', '高點', '大盤', '跌幅', '收斂', '百點', '內力', '重返', '法人', '指出', '輝達將', '公布', '財報', '市場', '獲利', '了結', '賣壓', '科技股', '回檔', '台股', '今天', '盤中', '修正', '預期', '中旬', '上市', '公司', '年報', '公布', '截止', '中小型', '表現', '相對', '活潑', '中旬', '觀察', '電子', '半導體', '產業', '復甦', '狀況', '科技股', '下挫', '輝達', '和超微', '台積', '電跌', '台股', '今天', '開盤', '下挫', '失守', '盤中', '走勢', '震盪', '最低點', '下跌', '盤中', '代表', '中小型', '櫃買', '指數', '翻揚', '最高點', '創年', '多來', '波段', '高點', '帶動', '大盤', '跌幅', '收斂', '百點', '內到', '時分', '台股', '加權指數', '下跌', '盤中', '成交', '值約', '台幣', '億元', '電子', '金融', '伺服器', '概念股', '為主', '電腦', '週邊', '設備', '族群', '下挫', '航運', '股漲', '櫃買', '指數', '上漲', '盤中', '主要', '電子', '權值', '股台積', '電聯', '科聯', '下挫', '鴻海日', '月光', '投控', '平盤', '附近', '遊走', '設計', '跌幅', '明顯', '聯詠', '創意', '智原', '伺服器', '概念股', '緯穎', '力守', '平盤', '創跌', '廣達', '股價', '超過', '千元', '高價股', '股價', '呈現', '多於', '維持', '十三', '千金', '情況', '啟發', '投顧', '副總經理', '容逸', '表示', '台股', '積電', '領軍', '收盤', '再創', '歷史', '新高', '今天', '指期', '結算法', '拉高', '指數', '換倉', '意味', '輝達將', '公布', '財報', '市場', '獲利', '了結', '賣壓', '科技股', '回檔', '台股', '今天', '盤中', '修正', '展望', '台股', '市容', '指出', '部分', '高價位', '族群', '資金', '轉進', '包括', '載板', '面板', '生技', '基期', '類股', '跡象', '預期', '中旬', '上市', '公司', '年報', '公布', '截止', '中小型', '表現', '相對', '活潑', '中旬', '觀察', '電子', '半導體', '產業', '復甦', '狀況']"
3512,"['政府', '將在', '月台', '電價', '審議', '會上', '宣布', '電價', '上漲', '增資', '計畫', '預期', '月將', '決定', '漲幅', '度以', '消除', '台電年', '虧損', '法人', '給予', '大汽電士', '電大', '同森崴', '能源', '東元', '買進', '投資', '建議', '經濟部', '最新', '計畫將', '上旬', '召開', '電價', '會議', '決定', '電價', '漲幅', '目前', '規劃', '此次', '調漲', '大幅', '影響', '工業', '用電', '價格', '還將', '全面', '調漲度', '以下', '民生', '用電', '商家', '低壓', '用電', '預計', '影響', '家庭用戶', '法人', '分析', '今年', '電價', '調漲', '主要', '彌補', '台電', '嚴重', '虧損', '問題', '台電', '虧損', '億元', '預計', '年將', '持續', '虧損', '億元', '台電將', '消除', '今年', '虧損', '穩定', '營運', '目標', '若度', '以下', '民生', '用電', '上漲', '影響', '範圍', '將更廣', '尤其', '空調', '用電', '有所', '影響', '變頻', '冷氣', '相較', '傳統', '定頻', '冷氣', '能夠', '帶來', '額外', '節電', '效果', '價格', '僅比', '傳統', '定頻']"
3513,"['個股', '股價', '飆高', '市值', '著大', '爆發', '股市', '值破兆', '企業', '去年', '微軟', '蘋果', '谷歌', '字母', '公司', '等家', '今年', '增輝', '亞馬遜', '臉書', '統計', '日止', '股市', '前十強', '洗牌', '相關', '企業', '高達', '一年', '同期', '快速', '成長', '題材', '市值', '增倍', '以上', '有家', '輝達', '市值', '增倍', '統一', '投信', '指出', '最新', '股市', '統計', '十大', '企業', '依序', '微軟', '美元', '蘋果', '美元', '輝達', '美元', '亞馬遜', '美元', '谷哥', '美元', '美元', '波克夏海瑟威', '億美元', '禮來', '億美元', '特斯拉', '億美元', '博通', '億美元', '比較', '一年', '同期', '市值', '榜單', '統一', '投信', '表示', '破兆', '美元', '企業', '當時', '僅有', '微軟', '蘋果', '谷歌', '今年', '增輝', '亞馬遜', '今年', '新進', '榜前', '十大', '企業', '有禮來', '博通', '出榜', '外的則', '往年', '常踞', '聯合', '健康', '集團', '埃克森', '美孚石油公司', '看出', '主流', '題材', '助長', '科技', '巨擘', '市值', '暴風', '成長', '超車', '取代', '傳統', '企業', '市值', '排名', '洗牌', '觀察', '市值', '翻倍', '企業', '繪圖', '晶片', '大廠', '輝達', '目前', '掌控', '全球', '晶片', '市場', '帶動', '市值', '去年同期', '億元', '狂飆', '美元', '排名', '全美', '第名', '衝上', '第名', '年增率', '高達', '投信', '法人', '看好', '輝達', '今年', '市值', '可望', '挑戰', '美元', '大關', '統一', '投信', '表示', '強勢', '進軍', '人工智慧', '重組', '關鍵', '研究', '部門', '自研', '晶片', '市值', '暴漲', '至上', '美元', '年增率', '市值', '排名', '第名', '前進', '第名', '網路', '通信', '半導體技術', '儲存', '技術', '博通', '去年', '市值', '不到', '億美元', '股價', '創新', '市值', '攀升', '億美元', '排名', '第名', '快速', '竄升', '首度', '躋身', '前強', '市值', '年增率', '成長', '相當', '驚人', '統一', '投信', '提供']"
